tourney_name,tourney_date,surface,tourney_level,round,winner_name,loser_name,winner_rank,loser_rank,score,best_of,court,location
Brisbane International,20260110,Hard,ATP250,Semifinals,Nakashima B.,Kovacevic A.,33,58.0,7-6 6-4,3,Outdoor,Brisbane
Hong Kong Tennis Open,20260110,Hard,ATP250,Semifinals,Musetti L.,Rublev A.,7,16.0,6-7 7-5 6-4,3,Outdoor,Hong Kong
Brisbane International,20260110,Hard,ATP250,Semifinals,Medvedev D.,Michelsen A.,13,37.0,6-4 6-2,3,Outdoor,Brisbane
Hong Kong Tennis Open,20260110,Hard,ATP250,Semifinals,Bublik A.,Giron M.,11,64.0,3-6 6-4 6-2,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20260110,Hard,ATP250,Semifinals,Musetti L.,Rublev A.,7,16.0,6-7 7-5 6-4,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20260110,Hard,ATP250,Semifinals,Bublik A.,Giron M.,11,64.0,3-6 6-4 6-2,3,Outdoor,Hong Kong
Brisbane International,20260110,Hard,ATP250,Semifinals,Nakashima B.,Kovacevic A.,33,58.0,7-6 6-4,3,Outdoor,Brisbane
Brisbane International,20260111,Hard,ATP250,The Final,Medvedev D.,Nakashima B.,13,33.0,6-2 7-6,3,Outdoor,Brisbane
Hong Kong Tennis Open,20260111,Hard,ATP250,The Final,Bublik A.,Musetti L.,11,7.0,7-6 6-3,3,Outdoor,Hong Kong
ASB Classic,20260111,Hard,ATP250,1st Round,Spizzirri E.,Mannarino A.,89,69.0,6-4 6-3,3,Outdoor,Auckland
Brisbane International,20260111,Hard,ATP250,The Final,Medvedev D.,Nakashima B.,13,33.0,6-2 7-6,3,Outdoor,Brisbane
Hong Kong Tennis Open,20260111,Hard,ATP250,The Final,Bublik A.,Musetti L.,11,7.0,7-6 6-3,3,Outdoor,Hong Kong
ASB Classic,20260111,Hard,ATP250,1st Round,Spizzirri E.,Mannarino A.,89,69.0,6-4 6-3,3,Outdoor,Auckland
ASB Classic,20260112,Hard,ATP250,1st Round,Baez S.,Nava E.,39,88.0,4-6 7-5 6-3,3,Outdoor,Auckland
ASB Classic,20260112,Hard,ATP250,1st Round,Norrie C.,Gaston H.,28,94.0,6-3 6-4,3,Outdoor,Auckland
Adelaide International,20260112,Hard,ATP250,1st Round,Kokkinakis T.,Korda S.,670,51.0,3-6 6-3 7-6,3,Outdoor,Adelaide
Adelaide International,20260112,Hard,ATP250,1st Round,Opelka R.,Popyrin A.,62,49.0,6-3 7-6,3,Outdoor,Adelaide
Adelaide International,20260112,Hard,ATP250,1st Round,Vacherot V.,Kecmanovic M.,32,59.0,7-6 6-4,3,Outdoor,Adelaide
Adelaide International,20260112,Hard,ATP250,1st Round,Munar J.,Altmaier D.,38,44.0,6-3 6-0,3,Outdoor,Adelaide
Adelaide International,20260112,Hard,ATP250,1st Round,Humbert U.,Atmane T.,36,64.0,6-3 7-6,3,Outdoor,Adelaide
ASB Classic,20260112,Hard,ATP250,1st Round,Tabilo A.,Ugo Carabelli C.,81,47.0,6-4 6-2,3,Outdoor,Auckland
Adelaide International,20260112,Hard,ATP250,1st Round,Opelka R.,Popyrin A.,62,49.0,6-3 7-6,3,Outdoor,Adelaide
ASB Classic,20260112,Hard,ATP250,1st Round,Brooksby J.,Watt J.,48,643.0,6-4 6-3,3,Outdoor,Auckland
ASB Classic,20260112,Hard,ATP250,1st Round,Comesana F.,Royer V.,68,57.0,6-4 6-4,3,Outdoor,Auckland
ASB Classic,20260112,Hard,ATP250,1st Round,Norrie C.,Gaston H.,28,94.0,6-3 6-4,3,Outdoor,Auckland
ASB Classic,20260112,Hard,ATP250,1st Round,Baez S.,Nava E.,39,88.0,4-6 7-5 6-3,3,Outdoor,Auckland
ASB Classic,20260112,Hard,ATP250,1st Round,Tabilo A.,Ugo Carabelli C.,81,47.0,6-4 6-2,3,Outdoor,Auckland
ASB Classic,20260112,Hard,ATP250,1st Round,Michelsen A.,Navone M.,37,74.0,2-6 6-2 7-5,3,Outdoor,Auckland
Adelaide International,20260112,Hard,ATP250,1st Round,Vacherot V.,Kecmanovic M.,32,59.0,7-6 6-4,3,Outdoor,Adelaide
Adelaide International,20260112,Hard,ATP250,1st Round,Humbert U.,Atmane T.,36,64.0,6-3 7-6,3,Outdoor,Adelaide
ASB Classic,20260112,Hard,ATP250,1st Round,Michelsen A.,Navone M.,37,74.0,2-6 6-2 7-5,3,Outdoor,Auckland
Adelaide International,20260112,Hard,ATP250,1st Round,Kokkinakis T.,Korda S.,670,51.0,3-6 6-3 7-6,3,Outdoor,Adelaide
ASB Classic,20260112,Hard,ATP250,1st Round,Brooksby J.,Watt J.,48,643.0,6-4 6-3,3,Outdoor,Auckland
Adelaide International,20260112,Hard,ATP250,1st Round,Munar J.,Altmaier D.,38,44.0,6-3 6-0,3,Outdoor,Adelaide
ASB Classic,20260112,Hard,ATP250,1st Round,Comesana F.,Royer V.,68,57.0,6-4 6-4,3,Outdoor,Auckland
Adelaide International,20260113,Hard,ATP250,1st Round,Vukic A.,Tsitsipas S.,87,33.0,7-6 7-6,3,Outdoor,Adelaide
Adelaide International,20260113,Hard,ATP250,1st Round,Fucsovics M.,Quinn E.,55,78.0,6-4 6-4,3,Outdoor,Adelaide
Adelaide International,20260113,Hard,ATP250,1st Round,Vavassori A.,Diallo G.,336,41.0,6-3 7-6,3,Outdoor,Adelaide
ASB Classic,20260113,Hard,ATP250,1st Round,Marozsan F.,Monfils G.,52,110.0,5-7 6-3 6-4,3,Outdoor,Auckland
ASB Classic,20260113,Hard,ATP250,1st Round,Medjedovic H.,Kovacevic A.,96,54.0,6-4 3-6 7-6,3,Outdoor,Auckland
ASB Classic,20260113,Hard,ATP250,1st Round,Giron M.,Muller A.,60,50.0,6-2 6-2,3,Outdoor,Auckland
ASB Classic,20260113,Hard,ATP250,1st Round,Mpetshi G.,Bautista Agut R.,63,90.0,6-3 7-6,3,Outdoor,Auckland
ASB Classic,20260113,Hard,ATP250,1st Round,Borges N.,Etcheverry T.,46,61.0,7-5 3-6 7-6,3,Outdoor,Auckland
Adelaide International,20260113,Hard,ATP250,1st Round,Shevchenko A.,Dzumhur D.,104,66.0,4-6 6-4 7-5,3,Outdoor,Adelaide
ASB Classic,20260113,Hard,ATP250,1st Round,Giron M.,Muller A.,60,50.0,6-2 6-2,3,Outdoor,Auckland
Adelaide International,20260113,Hard,ATP250,1st Round,Hijikata R.,Schoolkate T.,115,97.0,6-4 6-4,3,Outdoor,Adelaide
ASB Classic,20260113,Hard,ATP250,2nd Round,Shelton B.,Comesana F.,8,68.0,7-5 6-4,3,Outdoor,Auckland
ASB Classic,20260113,Hard,ATP250,2nd Round,Giron M.,Michelsen A.,60,37.0,6-4 6-4,3,Outdoor,Auckland
ASB Classic,20260113,Hard,ATP250,1st Round,Borges N.,Etcheverry T.,46,61.0,7-5 3-6 7-6,3,Outdoor,Auckland
ASB Classic,20260113,Hard,ATP250,1st Round,Marozsan F.,Monfils G.,52,110.0,5-7 6-3 6-4,3,Outdoor,Auckland
ASB Classic,20260113,Hard,ATP250,1st Round,Medjedovic H.,Kovacevic A.,96,54.0,6-4 3-6 7-6,3,Outdoor,Auckland
ASB Classic,20260113,Hard,ATP250,2nd Round,Giron M.,Michelsen A.,60,37.0,6-4 6-4,3,Outdoor,Auckland
Adelaide International,20260113,Hard,ATP250,1st Round,Halys Q.,Fearnley J.,85,77.0,6-3 6-4,3,Outdoor,Adelaide
ASB Classic,20260113,Hard,ATP250,1st Round,Mpetshi G.,Bautista Agut R.,63,90.0,6-3 7-6,3,Outdoor,Auckland
Adelaide International,20260113,Hard,ATP250,1st Round,Fucsovics M.,Quinn E.,55,78.0,6-4 6-4,3,Outdoor,Adelaide
Adelaide International,20260113,Hard,ATP250,1st Round,Vavassori A.,Diallo G.,336,41.0,6-3 7-6,3,Outdoor,Adelaide
Adelaide International,20260113,Hard,ATP250,1st Round,Shevchenko A.,Dzumhur D.,104,66.0,4-6 6-4 7-5,3,Outdoor,Adelaide
Adelaide International,20260113,Hard,ATP250,1st Round,Halys Q.,Fearnley J.,85,77.0,6-3 6-4,3,Outdoor,Adelaide
Adelaide International,20260113,Hard,ATP250,1st Round,Machac T.,Duckworth J.,35,86.0,6-3 6-3,3,Outdoor,Adelaide
Adelaide International,20260113,Hard,ATP250,1st Round,Machac T.,Duckworth J.,35,86.0,6-3 6-3,3,Outdoor,Adelaide
Adelaide International,20260113,Hard,ATP250,1st Round,Vukic A.,Tsitsipas S.,87,33.0,7-6 7-6,3,Outdoor,Adelaide
ASB Classic,20260113,Hard,ATP250,2nd Round,Shelton B.,Comesana F.,8,68.0,7-5 6-4,3,Outdoor,Auckland
Adelaide International,20260113,Hard,ATP250,1st Round,Hijikata R.,Schoolkate T.,115,97.0,6-4 6-4,3,Outdoor,Adelaide
Adelaide International,20260114,Hard,ATP250,2nd Round,Munar J.,Cerundolo F.,38,20.0,3-6 7-5 6-4,3,Outdoor,Adelaide
Adelaide International,20260114,Hard,ATP250,2nd Round,Munar J.,Cerundolo F.,38,20.0,3-6 7-5 6-4,3,Outdoor,Adelaide
Adelaide International,20260114,Hard,ATP250,2nd Round,Humbert U.,Griekspoor T.,36,25.0,6-4 6-1,3,Outdoor,Adelaide
Adelaide International,20260114,Hard,ATP250,2nd Round,Machac T.,Halys Q.,35,85.0,6-4 6-2,3,Outdoor,Adelaide
Adelaide International,20260114,Hard,ATP250,2nd Round,Paul T.,Opelka R.,21,62.0,6-4 6-4,3,Outdoor,Adelaide
Adelaide International,20260114,Hard,ATP250,2nd Round,Shevchenko A.,Fucsovics M.,104,55.0,6-3 7-6,3,Outdoor,Adelaide
Adelaide International,20260114,Hard,ATP250,2nd Round,Vukic A.,Vavassori A.,87,336.0,6-2 7-6,3,Outdoor,Adelaide
Adelaide International,20260114,Hard,ATP250,2nd Round,Vacherot V.,Kokkinakis T.,32,670.0,,3,Outdoor,Adelaide
Adelaide International,20260114,Hard,ATP250,2nd Round,Davidovich Fokina A.,Hijikata R.,15,115.0,6-3 6-2,3,Outdoor,Adelaide
ASB Classic,20260114,Hard,ATP250,2nd Round,Baez S.,Brooksby J.,39,48.0,7-5 6-0,3,Outdoor,Auckland
ASB Classic,20260114,Hard,ATP250,2nd Round,Darderi L.,Tabilo A.,24,81.0,1-6 7-5 6-3,3,Outdoor,Auckland
ASB Classic,20260114,Hard,ATP250,2nd Round,Spizzirri E.,Borges N.,89,46.0,7-6 6-4,3,Outdoor,Auckland
ASB Classic,20260114,Hard,ATP250,2nd Round,Mpetshi G.,Norrie C.,63,28.0,4-6 6-3 7-6,3,Outdoor,Auckland
ASB Classic,20260114,Hard,ATP250,2nd Round,Marozsan F.,Ruud C.,52,13.0,6-4 6-4,3,Outdoor,Auckland
ASB Classic,20260114,Hard,ATP250,2nd Round,Mensik J.,Medjedovic H.,18,96.0,6-1 3-6 6-3,3,Outdoor,Auckland
ASB Classic,20260114,Hard,ATP250,Quarterfinals,Giron M.,Darderi L.,60,24.0,1-6 7-5 6-4,3,Outdoor,Auckland
Adelaide International,20260114,Hard,ATP250,2nd Round,Machac T.,Halys Q.,35,85.0,6-4 6-2,3,Outdoor,Adelaide
Adelaide International,20260114,Hard,ATP250,2nd Round,Paul T.,Opelka R.,21,62.0,6-4 6-4,3,Outdoor,Adelaide
Adelaide International,20260114,Hard,ATP250,2nd Round,Humbert U.,Griekspoor T.,36,25.0,6-4 6-1,3,Outdoor,Adelaide
Adelaide International,20260114,Hard,ATP250,2nd Round,Vukic A.,Vavassori A.,87,336.0,6-2 7-6,3,Outdoor,Adelaide
ASB Classic,20260114,Hard,ATP250,Quarterfinals,Giron M.,Darderi L.,60,24.0,1-6 7-5 6-4,3,Outdoor,Auckland
ASB Classic,20260114,Hard,ATP250,2nd Round,Mensik J.,Medjedovic H.,18,96.0,6-1 3-6 6-3,3,Outdoor,Auckland
ASB Classic,20260114,Hard,ATP250,2nd Round,Marozsan F.,Ruud C.,52,13.0,6-4 6-4,3,Outdoor,Auckland
Adelaide International,20260114,Hard,ATP250,2nd Round,Shevchenko A.,Fucsovics M.,104,55.0,6-3 7-6,3,Outdoor,Adelaide
ASB Classic,20260114,Hard,ATP250,2nd Round,Spizzirri E.,Borges N.,89,46.0,7-6 6-4,3,Outdoor,Auckland
ASB Classic,20260114,Hard,ATP250,2nd Round,Darderi L.,Tabilo A.,24,81.0,1-6 7-5 6-3,3,Outdoor,Auckland
ASB Classic,20260114,Hard,ATP250,2nd Round,Baez S.,Brooksby J.,39,48.0,7-5 6-0,3,Outdoor,Auckland
ASB Classic,20260114,Hard,ATP250,2nd Round,Mpetshi G.,Norrie C.,63,28.0,4-6 6-3 7-6,3,Outdoor,Auckland
Adelaide International,20260114,Hard,ATP250,2nd Round,Davidovich Fokina A.,Hijikata R.,15,115.0,6-3 6-2,3,Outdoor,Adelaide
Adelaide International,20260114,Hard,ATP250,2nd Round,Vacherot V.,Kokkinakis T.,32,670.0,,3,Outdoor,Adelaide
Adelaide International,20260115,Hard,ATP250,Quarterfinals,Humbert U.,Shevchenko A.,36,104.0,6-0 6-3,3,Outdoor,Adelaide
Adelaide International,20260115,Hard,ATP250,Quarterfinals,Paul T.,Vukic A.,21,87.0,6-3 6-2,3,Outdoor,Adelaide
Adelaide International,20260115,Hard,ATP250,Quarterfinals,Machac T.,Munar J.,35,38.0,6-4 6-4,3,Outdoor,Adelaide
ASB Classic,20260115,Hard,ATP250,Quarterfinals,Marozsan F.,Spizzirri E.,52,89.0,6-4 2-6 6-2,3,Outdoor,Auckland
ASB Classic,20260115,Hard,ATP250,Quarterfinals,Mensik J.,Mpetshi G.,18,63.0,6-4 6-2,3,Outdoor,Auckland
ASB Classic,20260115,Hard,ATP250,Quarterfinals,Marozsan F.,Spizzirri E.,52,89.0,6-4 2-6 6-2,3,Outdoor,Auckland
ASB Classic,20260115,Hard,ATP250,Quarterfinals,Baez S.,Shelton B.,39,8.0,7-5 6-3,3,Outdoor,Auckland
Adelaide International,20260115,Hard,ATP250,Quarterfinals,Machac T.,Munar J.,35,38.0,6-4 6-4,3,Outdoor,Adelaide
Adelaide International,20260115,Hard,ATP250,Quarterfinals,Paul T.,Vukic A.,21,87.0,6-3 6-2,3,Outdoor,Adelaide
Adelaide International,20260115,Hard,ATP250,Quarterfinals,Davidovich Fokina A.,Vacherot V.,15,32.0,7-6 6-2,3,Outdoor,Adelaide
ASB Classic,20260115,Hard,ATP250,Quarterfinals,Mensik J.,Mpetshi G.,18,63.0,6-4 6-2,3,Outdoor,Auckland
Adelaide International,20260115,Hard,ATP250,Quarterfinals,Davidovich Fokina A.,Vacherot V.,15,32.0,7-6 6-2,3,Outdoor,Adelaide
ASB Classic,20260115,Hard,ATP250,Quarterfinals,Baez S.,Shelton B.,39,8.0,7-5 6-3,3,Outdoor,Auckland
Adelaide International,20260115,Hard,ATP250,Quarterfinals,Humbert U.,Shevchenko A.,36,104.0,6-0 6-3,3,Outdoor,Adelaide
ASB Classic,20260116,Hard,ATP250,Semifinals,Baez S.,Giron M.,39,60.0,6-1 6-4,3,Outdoor,Auckland
ASB Classic,20260116,Hard,ATP250,Semifinals,Mensik J.,Marozsan F.,18,52.0,7-6 4-6 6-1,3,Outdoor,Auckland
Adelaide International,20260116,Hard,ATP250,Semifinals,Humbert U.,Davidovich Fokina A.,36,15.0,6-3 5-7 7-6,3,Outdoor,Adelaide
Adelaide International,20260116,Hard,ATP250,Semifinals,Machac T.,Paul T.,35,21.0,2-6 6-3 6-3,3,Outdoor,Adelaide
Adelaide International,20260116,Hard,ATP250,Semifinals,Humbert U.,Davidovich Fokina A.,36,15.0,6-3 5-7 7-6,3,Outdoor,Adelaide
ASB Classic,20260116,Hard,ATP250,Semifinals,Mensik J.,Marozsan F.,18,52.0,7-6 4-6 6-1,3,Outdoor,Auckland
ASB Classic,20260116,Hard,ATP250,Semifinals,Baez S.,Giron M.,39,60.0,6-1 6-4,3,Outdoor,Auckland
Adelaide International,20260116,Hard,ATP250,Semifinals,Machac T.,Paul T.,35,21.0,2-6 6-3 6-3,3,Outdoor,Adelaide
ASB Classic,20260117,Hard,ATP250,The Final,Mensik J.,Baez S.,18,39.0,6-3 7-6,3,Outdoor,Auckland
Adelaide International,20260117,Hard,ATP250,The Final,Machac T.,Humbert U.,35,36.0,6-4 6-7 6-2,3,Outdoor,Adelaide
Adelaide International,20260117,Hard,ATP250,The Final,Machac T.,Humbert U.,35,36.0,6-4 6-7 6-2,3,Outdoor,Adelaide
ASB Classic,20260117,Hard,ATP250,The Final,Mensik J.,Baez S.,18,39.0,6-3 7-6,3,Outdoor,Auckland
Australian Open,20260118,Hard,Grand Slam,1st Round,Etcheverry T.,Kecmanovic M.,62,60.0,6-2 3-6 4-6 6-3 6-4,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Alcaraz C.,Walton A.,1,81.0,6-3 7-6 6-2,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Etcheverry T.,Kecmanovic M.,62,60.0,6-2 3-6 4-6 6-3 6-4,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Fery A.,Cobolli F.,186,22.0,7-6 6-4 6-1,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Comesana F.,Kypson P.,68,116.0,6-2 6-3 3-6 6-3,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Zverev A.,Diallo G.,3,41.0,6-7 6-1 6-4 6-2,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Cerundolo F.,Zhang Zh.,21,368.0,6-3 7-6 6-3,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Nava E.,Jacquet K.,89,128.0,6-2 7-5 6-7 4-6 7-6,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Dzumhur D.,Draxl L.,66,145.0,7-5 6-0 6-4,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Zheng M.,Korda S.,174,53.0,6-4 6-4 3-6 6-7 6-3,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Faria J.,Blockx A.,151,96.0,6-3 3-6 6-3 6-4,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Fucsovics M.,Ugo Carabelli C.,54,49.0,7-6 6-1 6-2,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Tiafoe F.,Kubler J.,34,194.0,7-6 6-3 6-2,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Hanfmann Y.,Svajda Z.,102,143.0,7-5 4-6 6-4 7-6,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Moutet C.,Schoolkate T.,37,98.0,6-4 7-6 6-3,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Norrie C.,Bonzi B.,27,106.0,6-0 6-7 4-6 6-3 6-4,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Bublik A.,Brooksby J.,10,48.0,6-4 6-4 6-4,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Faria J.,Blockx A.,151,96.0,6-3 3-6 6-3 6-4,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Fery A.,Cobolli F.,186,22.0,7-6 6-4 6-1,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Moutet C.,Schoolkate T.,37,98.0,6-4 7-6 6-3,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Zverev A.,Diallo G.,3,41.0,6-7 6-1 6-4 6-2,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Cerundolo F.,Zhang Zh.,21,368.0,6-3 7-6 6-3,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Comesana F.,Kypson P.,68,116.0,6-2 6-3 3-6 6-3,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Nava E.,Jacquet K.,89,128.0,6-2 7-5 6-7 4-6 7-6,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Dzumhur D.,Draxl L.,66,145.0,7-5 6-0 6-4,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Zheng M.,Korda S.,174,53.0,6-4 6-4 3-6 6-7 6-3,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Fucsovics M.,Ugo Carabelli C.,54,49.0,7-6 6-1 6-2,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Tiafoe F.,Kubler J.,34,194.0,7-6 6-3 6-2,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Hanfmann Y.,Svajda Z.,102,143.0,7-5 4-6 6-4 7-6,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Norrie C.,Bonzi B.,27,106.0,6-0 6-7 4-6 6-3 6-4,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Bublik A.,Brooksby J.,10,48.0,6-4 6-4 6-4,5,Outdoor,Melbourne
Australian Open,20260118,Hard,Grand Slam,1st Round,Alcaraz C.,Walton A.,1,81.0,6-3 7-6 6-2,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Vacherot V.,Damm M.,31,177.0,6-4 6-4 6-4,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Cilic M.,Altmaier D.,70,44.0,6-0 6-0 7-6,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Medjedovic H.,Navone M.,90,74.0,6-2 6-7 6-4 6-2,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Muller A.,Popyrin A.,52,50.0,2-6 6-3 3-6 7-6 7-6,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Van De Zandschulp B.,Nakashima B.,75,30.0,6-3 4-6 7-6 7-6,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Gea A.,Lehecka J.,198,19.0,7-5 7-6 7-5,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Borges N.,Auger-Aliassime F.,46,8.0,3-6 6-4 6-4 0-0,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Majchrzak K.,Fearnley J.,59,77.0,7-6 7-5 3-6 7-6,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Wawrinka S.,Djere L.,139,92.0,5-7 6-3 6-4 7-6,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Tirante T.A.,Vukic A.,103,78.0,7-5 6-2 6-2,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Davidovich Fokina A.,Misolic F.,14,84.0,6-2 6-3 6-3,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Maestrelli F.,Atmane T.,141,64.0,6-4 3-6 6-7 6-1 6-1,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,De Minaur A.,McDonald M.,6,113.0,6-2 6-2 6-3,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Thompson J.,Cerundolo J.M.,111,87.0,6-7 7-5 6-1 6-1,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Rublev A.,Arnaldi M.,15,65.0,6-4 6-2 6-3,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Opelka R.,Budkov Kjaer N.,63,135.0,6-4 6-3 6-4,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Munar J.,Svrcina D.,39,95.0,3-6 6-2 6-7 7-5 6-3,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Shapovalov D.,Bu Y.,23,120.0,6-3 7-6 6-1,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Hijikata R.,Mannarino A.,114,69.0,6-3 6-3 6-1,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Shang J.,Bautista Agut R.,318,91.0,6-4 6-7 6-4 6-0,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Paul T.,Kovacevic A.,20,56.0,6-4 6-3 6-3,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Marozsan F.,Rinderknech A.,47,28.0,6-3 6-4 6-7 6-4,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Medvedev D.,De Jong J.,12,73.0,7-5 6-2 7-6,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Halys Q.,Tabilo A.,83,79.0,6-2 6-2 7-6,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Shevchenko A.,Ymer E.,97,175.0,3-6 7-5 6-4 6-1,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Tien L.,Giron M.,29,51.0,7-6 4-6 3-6 7-6 6-2,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Vacherot V.,Damm M.,31,177.0,6-4 6-4 6-4,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Muller A.,Popyrin A.,52,50.0,2-6 6-3 3-6 7-6 7-6,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Medjedovic H.,Navone M.,90,74.0,6-2 6-7 6-4 6-2,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Shevchenko A.,Ymer E.,97,175.0,3-6 7-5 6-4 6-1,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Borges N.,Auger-Aliassime F.,46,8.0,3-6 6-4 6-4 0-0,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Halys Q.,Tabilo A.,83,79.0,6-2 6-2 7-6,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Medvedev D.,De Jong J.,12,73.0,7-5 6-2 7-6,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Marozsan F.,Rinderknech A.,47,28.0,6-3 6-4 6-7 6-4,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Ruud C.,Bellucci M.,13,76.0,6-1 6-2 6-4,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Paul T.,Kovacevic A.,20,56.0,6-4 6-3 6-3,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Shang J.,Bautista Agut R.,318,91.0,6-4 6-7 6-4 6-0,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Opelka R.,Budkov Kjaer N.,63,135.0,6-4 6-3 6-4,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Rublev A.,Arnaldi M.,15,65.0,6-4 6-2 6-3,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,Thompson J.,Cerundolo J.M.,111,87.0,6-7 7-5 6-1 6-1,5,Outdoor,Melbourne
Australian Open,20260119,Hard,Grand Slam,1st Round,De Minaur A.,McDonald M.,6,113.0,6-2 6-2 6-3,5,Outdoor,Melbourne
